"test","movieid","title","genres","imdbid","tmdbid","userid","rating","timestamp"
99047,135887,"Minions (2015)","Adventure|Animation|Children|Comedy",2293640,211672,21,"4.5",1436989124
99062,135937,"The Silence of the Hams (1994)","Comedy|Thriller",111190,10450,89,"3.0",1520409567
99063,136012,"Bloodsport III (1996)","Action|Thriller",115714,36692,599,"1.5",1498504862
99064,136016,"The Good Dinosaur (2015)","Adventure|Animation|Children|Comedy|Fantasy",1979388,105864,21,"3.0",1452051788
99068,136018,"Black Mass (2015)","Crime|Drama",1355683,261023,50,"2.0",1514239847
99071,136020,"Spectre (2015)","Action|Adventure|Crime",2379713,206647,10,"5.0",1455302192
99088,136024,"The Professional: Golgo 13 (1983)","Action|Animation|Crime",86148,17922,318,"3.0",1455886225
99089,136297,"Mortal Kombat: The Journey Begins (1995)","Action|Animation",363828,72886,599,"0.5",1519175186
99090,136305,"Sharknado 3: Oh Hell No! (2015)","Horror|Sci-Fi",3899796,331446,50,"1.0",1518168422
99092,136341,"Scooby-Doo! and the Samurai Sword (2009)","Animation|Children|Comedy",1421378,16390,89,"5.0",1520409192
99093,136353,"Scooby-Doo! and the Loch Ness Monster (2004)","Animation|Children|Comedy",418141,12902,89,"5.0",1520409074
99094,136355,"Big Top Scooby-Doo! (2012)","Animation|Children|Comedy",2235542,119321,89,"5.0",1520409066
99095,136359,"Scooby-Doo Goes Hollywood (1979)","Animation|Children|Comedy",191423,36972,89,"5.0",1520409395
99096,136443,"Gabriel Iglesias: Hot and Fluffy (2007)","Comedy",1082588,20720,111,"1.5",1516154911
99097,136445,"George Carlin: Back in Town (1996)","Comedy",246641,34509,105,"5.0",1526207433
99098,136447,"George Carlin: You Are All Diseased (1999)","Comedy",246645,34513,105,"5.0",1526208332
99099,136449,"Ghost in the Shell 2.0 (2008)","Action|Animation|Sci-Fi",1260502,14092,298,"3.5",1477826185
99101,136469,"Larry David: Curb Your Enthusiasm (1999)","Comedy",218388,261414,424,"5.0",1457844263
99102,136471,"Kevin Hart: Laugh at My Pain (2011)","Comedy|Documentary",1999192,74510,111,"3.5",1518812095
99103,136503,"Tom and Jerry: Shiver Me Whiskers (2006)","Animation|Children|Comedy",808508,60293,89,"5.0",1520409404
99104,136511,"Jeff Dunham: All Over the Map (2014)","Comedy",4209802,300685,111,"2.0",1516156349
99105,136540,"The FP (2012)","Comedy",1296373,85860,408,"4.5",1467644186
99106,136556,"Kung Fu Panda: Secrets of the Masters (2011)","Animation|Children",1980162,81003,586,"5.0",1529899945
99107,136562,"Steve Jobs (2015)","Drama",2080374,321697,119,"3.5",1459195741
99113,136564,"Macbeth (2015)","Drama",2884018,225728,50,"2.5",1518168246
99114,136598,"Vacation (2015)","Adventure|Comedy",1524930,296099,111,"4.0",1516153520
99120,136602,"Creep (2014)","Horror|Thriller",2428170,250574,567,"2.0",1525288459
99122,136654,"The Face of an Angel (2015)","Drama",2967008,254024,448,"1.5",1459164933
99123,136664,"Wild Horses (2015)","Crime|Drama",4442130,324333,448,"1.0",1486412053
99124,136666,"Search Party (2014)","Comedy",2758904,239568,119,"3.5",1442168643
99126,136778,"The Squeeze (2015)","Comedy|Drama",3248600,312796,448,"2.0",1481130179
99127,136786,"Careful What You Wish For (2015)","Thriller",1629242,317744,448,"1.5",1478374712
99128,136800,"Robot Overlords (2014)","Action|Adventure|Sci-Fi",2145829,240483,448,"1.5",1462127826
99129,136816,"Bad Asses on the Bayou (2015)","Action|Comedy",3525346,309887,448,"2.5",1451771590
99130,136834,"The Eye: Infinity (2005)","Horror",455135,33723,89,"5.0",1520409019
99131,136838,"Kiss me Kismet (2006)","Comedy|Romance",496325,38918,509,"2.5",1435998776
99132,136840,"Da geht noch was! (2013)","Comedy|Drama|Romance",2517558,217412,509,"3.5",1435998963
99133,136850,"Villain (1971)","Crime|Drama|Thriller",67952,30341,329,"5.0",1523468303
99134,136859,"The Lovers (2015)","Action|Adventure|Romance|Sci-Fi",1321869,79698,448,"1.5",1478200717
99135,136864,"Batman v Superman: Dawn of Justice (2016)","Action|Adventure|Fantasy|Sci-Fi",2975590,209112,41,"0.5",1459367339
99151,136912,"God Loves Caviar (2012)","Adventure",2181959,128767,233,"2.0",1529333199
99152,136958,"Mortuary (1983)","Horror",87746,44859,514,"2.0",1533944938
99153,137218,"April Morning (1988)","Drama",94673,88673,599,"2.5",1519264285
99154,137337,"Amy (2015)","Documentary",2870648,331781,47,"3.5",1496211359
99158,137345,"That Demon Within (2014)","Crime|Thriller",3511542,253622,599,"2.0",1498531283
99159,137517,"Carnival Magic (1981)","Drama|Fantasy",207374,29419,448,"0.5",1492953436
99160,137595,"Magic Mike XXL (2015)","Comedy|Drama",2268016,264999,10,"4.0",1455356898
99161,137857,"The Jungle Book (2016)","Adventure|Drama|Fantasy",3040964,278927,50,"2.0",1514239521
99172,137859,"Dragon Ball Z Gaiden: The Plot to Destroy the Saiyans (1993)","Action|Adventure|Animation",1286785,65973,599,"4.0",1519132948
99173,137863,"Dragon Ball Z: Resurrection of F (2015)","Action|Adventure|Animation|Fantasy",3819668,303857,380,"4.0",1536875272
99174,138036,"The Man from U.N.C.L.E. (2015)","Action|Adventure|Comedy",1638355,203801,21,"3.5",1500701931
99192,138186,"Sorrow (2015)","Crime|Drama|Horror",2140423,337879,21,"0.5",1436989816
99193,138204,"7 Days in Hell (2015)","Comedy",3895884,287689,73,"4.0",1464197862
99195,138208,"The Walk (2015)","Adventure|Drama|Thriller",3488710,285783,50,"2.5",1514239906
99197,138210,"13 Hours (2016)","Drama",4172430,300671,119,"5.0",1499021338
99202,138396,"There Will Come a Day (2013)","Comedy|Drama",1951299,158182,153,"3.5",1525551207
99203,138546,"The Opposite Sex (2014)","Comedy",2796678,301748,448,"1.5",1450297616
99204,138610,"The Gallows (2015)","Horror|Thriller",2309260,299245,610,"1.5",1493848976
99205,138632,"Tokyo Tribe (2014)","Action|Crime|Drama|Sci-Fi",2808986,240566,610,"5.0",1479545420
99206,138702,"Feast (2014)","Animation|Children|Comedy|Drama|Romance",3689498,293299,599,"3.0",1498526207
99207,138798,"Joe Dirt 2: Beautiful Loser (2015)","Comedy",4126340,335970,298,"0.5",1450453125
99208,138835,"Return to Treasure Island (1988)","Adventure|Animation|Comedy",122227,49418,105,"5.0",1526207526
99209,138966,"Nasu: Summer in Andalusia (2003)","Animation",382868,60843,318,"5.0",1447511731
99210,139052,"Dark Places (2015)","Drama|Mystery|Thriller",2402101,182560,448,"2.0",1477679994
99211,139130,"Afro Samurai (2007)","Action|Adventure|Animation|Drama|Fantasy",465316,62931,599,"2.5",1498518165
99212,139157,"Massu Engira Maasilamani (2015)","Comedy|Horror|Thriller",4328798,329134,89,"4.5",1520409499
99213,139385,"The Revenant (2015)","Adventure|Drama",1663202,281957,18,"3.5",1473351954
99244,139415,"Irrational Man (2015)","Crime|Drama",3715320,282984,448,"3.0",1467397459
99245,139511,"Exte: Hair Extensions (2007)","Horror",904049,21784,610,"3.0",1479545400
99246,139640,"Ooops! Noah is Gone... (2015)","Animation",3411432,326215,89,"5.0",1520409330
99247,139642,"Southpaw (2015)","Action|Drama",1798684,307081,21,"0.5",1441394002
99253,139644,"Sicario (2015)","Crime|Drama|Mystery",3397884,273481,50,"3.0",1527108261
99264,139655,"Goodnight Mommy (Ich seh ich seh) (2014)","Drama|Fantasy|Horror|Thriller",3086442,284303,610,"3.0",1493848639
99265,139717,"10 Cent Pistol (2015)","Crime|Thriller",2134170,346592,21,"0.5",1441394001
99267,139747,"Before We Go (2014)","Romance",443465,283350,563,"3.5",1448243169
99268,139855,"Anomalisa (2015)","Animation|Comedy|Fantasy",2401878,291270,125,"3.5",1480790078
99270,139857,"Colonia (2016)","Thriller",4005402,318781,448,"1.5",1485806308
99271,139859,"Ghost in the Shell Arise - Border 2: Ghost Whispers (2013)","Action|Animation|Sci-Fi|Thriller",3017864,212168,599,"2.5",1498526276
99272,139915,"How to Make Love Like an Englishman (2014)","Comedy|Romance",1725986,253344,21,"2.5",1441393919
99274,139994,"Fracchia contro Dracula (1985)","Comedy|Horror",128221,30459,89,"4.0",1520409389
99275,140016,"Always Watching: A Marble Hornets Story (2015)","Horror",2737926,329289,306,"2.0",1518327167
99276,140038,"Madly in Love (1981)","Comedy",82562,11441,105,"4.5",1526207048
99277,140110,"The Intern (2015)","Comedy",2361509,257211,10,"5.0",1455356776
99290,140133,"Hollywood Chainsaw Hookers (1988)","Comedy|Horror",95312,27412,89,"5.0",1520409577
99291,140162,"Love (2015)","Drama|Romance",3774694,292431,318,"4.5",1450717949
99292,140174,"Room (2015)","Drama",3170832,264644,47,"2.5",1496205483
99300,140237,"The Runner (2015)","Drama",3687398,277546,448,"2.0",1472294240
99301,140247,"The Gift (2015)","Drama|Horror",4178092,328425,47,"1.0",1496209850
99305,140265,"George Carlin: Jammin' in New York (1992)","Comedy",246643,25161,105,"5.0",1526207520
99306,140267,"The Witch (2015)","Horror",4263482,310131,610,"4.0",1493848268
99307,140289,"Men & Chicken (2015)","Comedy|Drama",3877674,296313,18,"4.0",1456859803
99308,140301,"The Escort (2015)","Comedy|Romance",3793788,351964,21,"3.0",1441393974
99309,140359,"Doctor Who: The Waters of Mars (2009)","Adventure|Children|Sci-Fi",1413314,281979,210,"4.5",1527266211
99313,140481,"Family Guy Presents: Something, Something, Something, Dark Side (2009)","Animation|Comedy|Sci-Fi",1329665,278604,89,"4.5",1520409335
99314,140523,"Visit, The (2015)","Comedy|Horror",3567288,298312,495,"3.5",1458634732
99315,140525,"Secret in Their Eyes (2015)","Crime|Drama|Mystery",1741273,290751,448,"1.5",1482590020
99316,140541,"The Electric Hotel (1908)","Animation|Comedy|Sci-Fi",516,143634,89,"4.0",1520409521
99317,140561,"Jeff Ross Roasts Criminals: Live at Brazos County Jail (2015)","Comedy|Documentary",4705522,343295,89,"4.0",1520409401
99318,140627,"Battle For Sevastopol (2015)","Drama|Romance|War",4084744,332270,305,"5.0",1522099191
99319,140711,"American Ultra (2015)","Action|Comedy|Sci-Fi|Thriller",3316948,261392,89,"3.5",1520408959
99325,140715,"Straight Outta Compton (2015)","Drama",1398426,277216,47,"4.0",1496207354
99332,140725,"Cop Car (2015)","Crime|Thriller",3813310,310133,256,"4.0",1447010966
99334,140737,"The Lost Room (2006)","Action|Fantasy|Mystery",830361,134777,318,"3.5",1450218213
99335,140816,"Tangerine (2015)","Comedy|Drama",3824458,308084,318,"4.5",1447159376
99336,140850,"Every Secret Thing (2014)","Crime|Drama|Mystery|Thriller",1706598,258284,448,"2.0",1477941642
99337,140852,"964 Pinocchio (1991)","Horror|Sci-Fi",225009,50162,599,"1.0",1498531106
99338,140928,"Joy (2015)","Comedy|Drama",2446980,274479,50,"2.5",1514239918
99343,140956,"Ready Player One","Action|Sci-Fi|Thriller",1677720,333339,209,"3.5",1524522239
99347,141004,"Victor Frankenstein (2015)","Drama|Horror|Sci-Fi",1976009,228066,119,"4.5",1505072481
99349,141131,"Guardians (2016)","(no genres listed)",4600952,354556,596,"2.5",1535712067
99350,141400,"Invincible Shaolin (1978)","Action",77973,48297,610,"4.0",1479544170
99351,141408,"Scouts Guide to the Zombie Apocalypse (2015)","Action|Comedy|Horror",1727776,273477,125,"4.0",1475174917
99353,141422,"Suffragette (2015)","Drama",3077214,245168,448,"2.5",1475668765
99354,141513,"Fort Tilden (2014)","Comedy",3457734,253255,89,"4.0",1520409405
99355,141544,"Turbo Kid (2015)","Action|Adventure|Sci-Fi",3672742,310135,89,"2.5",1520408842
99358,141646,"The Unauthorized Saved by the Bell Story (2014)","Comedy|Drama",3816372,287241,89,"3.5",1520409051
99359,141668,"War Room (2015)","Drama",3832914,323272,567,"0.5",1525290011
99360,141688,"Legend (2015)","Crime|Thriller",3569230,276907,18,"4.0",1478124485
99362,141718,"Deathgasm (2015)","Comedy|Horror",3705412,323373,114,"5.0",1485387538
99363,141749,"The Danish Girl (2015)","Drama",810819,306819,339,"4.0",1460185594
99365,141799,"Cooties (2015)","Comedy|Horror",2490326,241843,610,"3.5",1493848820
99366,141810,"Autumn Marathon (1979)","Comedy|Drama",79679,27924,105,"4.0",1526207286
99367,141816,"12 Chairs (1976)","Adventure|Comedy",75468,27934,105,"5.0",1526207743
99368,141818,"Ordinary Miracle (1978)","Comedy|Drama|Fantasy|Romance",186408,27935,105,"4.5",1526206975
99369,141820,"Old Men: Robbers (1971)","Comedy",67789,46010,105,"4.0",1526207238
99370,141830,"Unbelievable Adventures of Italians in Russia (1974)","Adventure|Comedy",70439,57778,89,"2.0",1520408838
99372,141836,"It Can't Be! (1975)","Comedy",73442,42275,105,"4.5",1447411716
99373,141844,"12 Chairs (1971)","Adventure|Comedy",65670,31648,105,"4.5",1446773905
99374,141846,"Steve Jobs: The Man in the Machine (2015)","Documentary",4425064,324308,601,"4.0",1441639208
99375,141866,"Green Room (2015)","(no genres listed)",4062536,313922,560,"4.0",1469653431
99378,141890,"Beasts of No Nation (2015)","Drama|War",1365050,283587,339,"3.0",1460185575
99380,141928,"Bloodsucking Bastards (2015)","Comedy|Horror",3487994,317981,89,"5.0",1520409361
99381,141994,"Saving Christmas (2014)","Children|Comedy",4009460,295884,514,"0.5",1536381303
99382,142020,"Oscar (1967)","Comedy",62083,2798,105,"5.0",1526207094
99383,142056,"Iron Man & Hulk: Heroes United (2013)","Action|Adventure|Animation",3221698,230896,550,"3.0",1488728343
99384,142074,"Knock Knock (2015)","Crime|Horror|Thriller",3605418,263472,50,"1.5",1527108043
99385,142115,"The Blue Planet (2001)","Documentary",296310,200813,251,"5.0",1470677265
99387,142196,"Cornered! (2009)","Comedy|Horror",1151911,32285,89,"4.5",1520409457
99388,142222,"Demolition (2016)","Drama",1172049,303991,62,"4.0",1523048801
99392,142366,"Cigarette Burns (2005)","Horror|Thriller",643109,327389,610,"3.0",1479543146
99393,142372,"Our Brand Is Crisis (2015)","Comedy|Drama",1018765,10317,382,"3.5",1515171869
99395,142420,"High Rise (2015)","Action|Drama|Sci-Fi",462335,254302,125,"2.5",1474495187
99397,142422,"The Night Before (2015)","Comedy",3530002,296100,111,"4.5",1516153547
99401,142424,"Into the Forest (2015)","Drama|Sci-Fi",2625810,334538,448,"2.0",1482009512
99402,142444,"The Editor (2015)","Comedy|Horror|Mystery",3067274,285840,89,"5.0",1520409484
99403,142448,"Everest (2015)","Adventure|Drama|Thriller",2719848,253412,50,"2.0",1527108368
99409,142456,"The Brand New Testament (2015)","(no genres listed)",3792960,330764,125,"4.5",1474295630
99411,142488,"Spotlight (2015)","Thriller",1895587,314365,18,"4.5",1486643850
99430,142507,"Pawn Sacrifice (2015)","Drama",1596345,245698,567,"2.5",1525287886
99431,142509,"Hardcore Henry (2015)","Action|Adventure|Sci-Fi",3072482,325348,125,"4.5",1474295566
99433,142536,"Burnt (2015)","Drama",2503944,295964,21,"2.5",1452051867
99436,142550,"Ryuzo and the Seven Henchmen (2015)","Action|Comedy",4176776,315841,89,"4.5",1520409140
99437,142558,"If I Were a Rich Man (2002)","Comedy",315152,18303,560,"3.0",1469675690
99438,142598,"Last Shift (2014)","Horror",2965466,296065,610,"4.0",1493848878
99439,142602,"F*ck You, Goethe 2 (2015)","Comedy",3702996,329263,50,"1.0",1514240284
99440,142831,"Garam Masala (2005)","Comedy",453671,19636,89,"4.5",1520409391
99441,142961,"Life Eternal (2015)","Comedy|Crime|Thriller",3642618,277967,50,"2.5",1518168348
99442,142997,"Hotel Transylvania 2 (2015)","Animation|Comedy",2510894,159824,50,"2.0",1514239826
99446,143001,"Anti-Social (2015)","Crime",3475596,330206,448,"1.5",1483284368
99447,143031,"Jump In! (2007)","Comedy|Drama|Romance",805559,13968,89,"5.0",1520409090
99448,143245,"The Little Prince (2015)","Animation|Fantasy",1754656,309809,21,"1.5",1452051514
99450,143255,"Narcopolis (2014)","Mystery|Sci-Fi|Thriller",1957938,301228,448,"1.5",1474309547
99451,143257,"Ashby (2015)","Comedy|Drama",3774466,330112,448,"2.5",1461356507
99453,143355,"Wonder Woman (2017)","Action|Adventure|Fantasy",451279,297762,62,"3.5",1521490047
99466,143365,"The Circle (2016)","Drama|Sci-Fi|Thriller",4287320,339988,249,"2.5",1501416804
99467,143367,"Silence (2016)","Drama|Thriller",490215,68730,249,"3.0",1484212944
99469,143385,"Bridge of Spies (2015)","Drama|Thriller",3682448,296098,15,"3.0",1510572581
99477,143410,"Hyena Road","(no genres listed)",4034452,316042,448,"2.0",1474224802
99478,143458,"The Great Hypnotist (2014)","Drama|Mystery|Thriller",3720058,273197,123,"4.0",1448381953
99479,143472,"Into the Grizzly Maze (2015)","Action|Horror|Thriller",1694021,244316,448,"1.5",1459171686
99480,143511,"Human (2015)","Documentary",3327994,359364,105,"5.0",1526206951
99481,143525,"Chasuke's Journey (2015)","Comedy|Drama",3560464,319996,318,"4.0",1445511951
99482,143559,"L.A. Slasher (2015)","Comedy|Crime|Fantasy",2735292,323792,89,"5.0",1520409581
99483,143859,"Hail, Caesar! (2016)","Comedy",475290,270487,50,"2.0",1514239713
99491,143896,"How To Change The World (2015)","Documentary",4144504,319073,318,"4.5",1535036899
99492,143969,"Er ist wieder da (2015)","Comedy",4176826,318917,50,"1.0",1514240057
99495,144210,"Just Eat It: A Food Waste Story (2014)","Documentary",3597400,259985,18,"4.0",1455060282
99496,144222,"Bros Before Hos (2013)","Comedy",2947832,230211,89,"3.0",1520409645
99497,144262,"Slow Learners (2015)","Comedy|Romance",2537390,333287,448,"2.0",1491595292
99498,144352,"Unforgiven (2013)","Action|Crime|Drama",2347134,141819,517,"0.5",1487958277
99499,144478,"Sex, Drugs & Taxation (2013)","Comedy|Drama",2191400,211005,318,"4.5",1451218699
99500,144522,"Sky High (2003)","Action|Horror|Thriller",398563,5846,599,"2.0",1519121418
99501,144606,"Confessions of a Dangerous Mind (2002)","Comedy|Crime|Drama|Romance|Thriller",270288,4912,111,"4.0",1517441257
99502,144620,"Goosebumps (2015)","Adventure|Comedy|Horror",1051904,257445,448,"2.5",1480004475
99504,144714,"The Perfect Guy (2015)","Drama|Thriller",3862750,304372,448,"1.5",1474972061
99505,144716,"Rock the Kasbah (2015)","Comedy",3164256,253414,448,"2.0",1483221422
99506,144734,"Freaks of Nature (2015)","Comedy|Horror|Sci-Fi",1817771,218784,534,"4.5",1459787995
99507,144976,"Bone Tomahawk (2015)","Horror|Western",2494362,294963,122,"4.5",1461561286
99509,145080,"Extraordinary Tales (2015)","Animation|Horror|Mystery",3454574,329020,318,"2.5",1526236187
99510,145150,"The Dressmaker (2015)","Comedy|Drama|Thriller",2910904,298382,448,"3.0",1476465033
99511,145283,"Nowitzki: The Perfect Shot (2014)","Documentary",3626804,291343,18,"3.5",1466508318
99512,145418,"Trumbo (2015)","Drama",3203606,294016,305,"4.0",1460134224
99513,145491,"Our Lips Are Sealed (2000)","Children|Comedy|Drama",270560,34729,89,"3.5",1520409039
99514,145724,"Idaho Transfer (1973)","Sci-Fi",71647,74836,599,"0.5",1519114962
99515,145745,"Witch Hunt (1999)","Crime|Drama",187598,268788,599,"2.5",1519150950
